,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
866,https://www.class-central.com/mooc/554/coursera-exploring-quantum-physics,6291,classCentral-2960,classCentral,Exploring Quantum Physics,Coursera,"University of Maryland, College Park",NA,6,NA,NA,NA,NA,Physics and Astronomy,Physical Science and Engineering,4.0000001,1.609437932,0.000605061,2.68E-06,380,1.000072255,1,381,0.20508658,Exploring Quantum Physics
857,https://www.class-central.com/mooc/5471/coursera-algorithmic-toolbox,5401,classCentral-2070,classCentral,Algorithmic Toolbox,Coursera,"University of California, San Diego",3,6,NA,49,FREE audit/Pay for certificate,5,Algorithms,Computer Science,38.0000001,3.663561649,0.005747226,1.93E-06,378,1.000072255,1,379,0.204004329,Algorithmic Toolbox
914,https://www.class-central.com/mooc/6404/coursera-fast-track-finance-1,6434,classCentral-3103,classCentral,Fast Track Finance #1,Coursera,University of Michigan,3,NA,NA,NA,NA,9,Finance,Business,1.00E-07,1.00E-07,1.00E-07,1.93E-06,378,1.000072255,1,379,0.204004329,Fast Track Finance #1
882,https://www.class-central.com/mooc/5719/coursera-build-your-first-android-app-project-centered-course,4660,classCentral-1329,classCentral,Build Your First Android App (Project-Centered Course),Coursera,?cole Centrale Paris,3,NA,NA,49,FREE audit/Pay for certificate,4,Mobile and Web Development,Computer Science,3.0000001,1.386294386,0.000453821,1.92E-06,377,1.000072255,1,378,0.203463203,Build Your First Android App (Project-Centered Course)
591,https://www.class-central.com/mooc/4000/edx-oharm100x-introduction-to-music-theory,3419,classCentral-88,classCentral,Introduction to Music Theory,edX,Berklee College of Music,3,5,Introductory,49,FREE audit/Pay for certificate,3,Music,Arts and Humanities,4.0000001,1.609437932,0.000605061,1.87E-06,376,1.000072255,1,377,0.202922078,Introduction to Music Theory
470,https://www.class-central.com/mooc/336/coursera-networked-life,6210,classCentral-2879,classCentral,Networked Life,Coursera,University of Pennsylvania,0,2,NA,NA,NA,NA,Sociology,Social Sciences,4.0000001,1.609437932,0.000605061,1.86E-06,375,1.000072255,1,376,0.202380952,Networked Life
413,https://www.class-central.com/mooc/3138/coursera-public-policy-challenges-of-the-21st-century,5251,classCentral-1920,classCentral,Public Policy Challenges of the 21st Century,Coursera,University of Virginia,2,2,NA,49,FREE audit/Pay for certificate,9,Governance and Society,Social Sciences,9.0000001,2.302585103,0.001361262,1.83E-06,374,1.000072255,1,375,0.201839827,Public Policy Challenges of the 21st Century
21,https://www.class-central.com/mooc/1149/coursera-useful-genetics-part-2,6243,classCentral-2912,classCentral,Useful Genetics Part 2,Coursera,The University of British Columbia,1,7,NA,NA,NA,5,Biology,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,Useful Genetics Part 2
31,https://www.class-central.com/mooc/1233/edx-80000901_1x-history-of-chinese-architecture-part-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,History,Arts and Humanities,0,0,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,NA
99,https://www.class-central.com/mooc/1522/coursera-marine-megafauna-an-introduction-to-marine-science-and-conservation,6148,classCentral-2817,classCentral,Marine Megafauna: An Introduction to Marine Science and Conservation,Coursera,Duke University,1,7,NA,NA,NA,NA,Environmental Science and Sustainability,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,Marine Megafauna: An Introduction to Marine Science and Conservation
114,https://www.class-central.com/mooc/1603/coursera-beyond-silicon-valley-growing-entrepreneurship-in-transitioning-economies,5453,classCentral-2122,classCentral,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,Coursera,Case Western Reserve University,1,2.5,NA,49,FREE audit/Pay for certificate,6,Entrepreneurship,Business,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies
121,https://www.class-central.com/mooc/1621/edx-80000901_2x-history-of-chinese-architecture-part-2,4496,classCentral-1165,classCentral,History of Chinese Architecture: Part 2,edX,Tsinghua University,1,NA,NA,NA,NA,9,History,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,History of Chinese Architecture: Part 2
254,https://www.class-central.com/mooc/2430/edx-fundamentals-of-neuroscience-part-2-neurons-and-networks,3710,classCentral-379,classCentral,Fundamentals of Neuroscience Part 2: Neurons and Networks,edX,Harvard University,2,4.5,Introductory,0,FREE audit,15,Medicine & Healthcare,Life Sciences,15.0000001,2.772588728,0.002268703,1.63E-06,359,1.000072255,1,360,0.193722944,Fundamentals of Neuroscience Part 2: Neurons and Networks
340,https://www.class-central.com/mooc/2800/edx-ap-biology-part-3-evolution-and-diversity,4020,classCentral-689,classCentral,AP¢ç Biology - Part 3: Evolution and Diversity,edX,Rice University,2,3,Introductory,49,FREE audit/Pay for certificate,6,Biology & Life Sciences,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,AP¢ç Biology - Part 3: Evolution and Diversity
341,https://www.class-central.com/mooc/2802/edx-ap-biology-part-4-ecology,4021,classCentral-690,classCentral,AP¢ç Biology - Part 4: Ecology,edX,Rice University,2,3,Introductory,49,FREE audit/Pay for certificate,6,Biology & Life Sciences,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,AP¢ç Biology - Part 4: Ecology
346,https://www.class-central.com/mooc/2818/edx-introduction-to-global-hospitality-management,3934,classCentral-603,classCentral,Introduction to Global Hospitality Management,edX,Cornell University,2,2.5,Introductory,49,FREE audit/Pay for certificate,6,Business & Management,Business,4.0000001,1.609437932,0.000605061,1.63E-06,359,1.000072255,1,360,0.193722944,Introduction to Global Hospitality Management
487,https://www.class-central.com/mooc/3462/edx-principles-of-biochemistry,3530,classCentral-199,classCentral,Principles of Biochemistry,edX,Harvard University,2,5,Intermediate,199,FREE audit/Pay for certificate,15,Biology & Life Sciences,Life Sciences,9.0000001,2.302585103,0.001361262,1.63E-06,359,1.000072255,1,360,0.193722944,Principles of Biochemistry
489,https://www.class-central.com/mooc/347/coursera-cardiac-arrest-hypothermia-and-resuscitation-science,6095,classCentral-2764,classCentral,"Cardiac Arrest, Hypothermia, and Resuscitation Science",Coursera,University of Pennsylvania,NA,NA,NA,NA,NA,NA,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,"Cardiac Arrest, Hypothermia, and Resuscitation Science"
523,https://www.class-central.com/mooc/3596/coursera-entrepreneurial-strategic-management,5870,classCentral-2539,classCentral,Entrepreneurial Strategic Management,Coursera,University of New Mexico,3,4.5,NA,49,FREE audit/Pay for certificate,6,Entrepreneurship,Business,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,Entrepreneurial Strategic Management
574,https://www.class-central.com/mooc/3927/edx-the-fundamentals-of-neuroscience-part-3-the-brain,3841,classCentral-510,classCentral,The Fundamentals of Neuroscience Part 3: The Brain,edX,Harvard University,3,2.5,Intermediate,0,FREE audit,19,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.63E-06,359,1.000072255,1,360,0.193722944,The Fundamentals of Neuroscience Part 3: The Brain
730,https://www.class-central.com/mooc/438/coursera-introductory-organic-chemistry-part-2,5981,classCentral-2650,classCentral,Introductory Organic Chemistry - Part 2,Coursera,University of Illinois at Urbana-Champaign,NA,12.5,NA,NA,NA,NA,Chemistry,Physical Science and Engineering,4.0000001,1.609437932,0.000605061,1.63E-06,359,1.000072255,1,360,0.193722944,Introductory Organic Chemistry - Part 2
1013,https://www.class-central.com/mooc/952/coursera-virology-i-how-viruses-work,6096,classCentral-2765,classCentral,Virology I: How Viruses Work,Coursera,Columbia University,1,3.5,NA,NA,NA,11,Biology,Life Sciences,1.0000001,0.693147231,0.00015134,1.63E-06,359,1.000072255,1,360,0.193722944,Virology I: How Viruses Work
176,https://www.class-central.com/mooc/1843/edx-visualizing-postwar-tokyo-part-2,3951,classCentral-620,classCentral,"Visualizing Postwar Tokyo, Part 2",edX,The University of Tokyo,2,5.5,Introductory,49,FREE audit/Pay for certificate,NA,Social Sciences,Social Sciences,4.0000001,1.609437932,0.000605061,1.41E-06,358,1.000072255,1,359,0.193181818,"Visualizing Postwar Tokyo, Part 2"
540,https://www.class-central.com/mooc/3707/coursera-conversations-that-inspire-coaching-learning-leadership-and-change,5168,classCentral-1837,classCentral,"Conversations That Inspire: Coaching Learning, Leadership and Change",Coursera,Case Western Reserve University,3,2,NA,39,FREE audit/Pay for certificate,5,Leadership and Management,Business,1.00E-07,1.00E-07,1.00E-07,1.37E-06,357,1.000072255,1,358,0.192640693,"Conversations That Inspire: Coaching Learning, Leadership and Change"
154,https://www.class-central.com/mooc/1749/coursera-bioinformatic-methods-ii,5154,classCentral-1823,classCentral,Bioinformatic Methods II,Coursera,University of Toronto,1,2.5,NA,49,FREE audit/Pay for certificate,8,Bioinformatics,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.23E-06,355,1.000072255,1,356,0.191558442,Bioinformatic Methods II
794,https://www.class-central.com/mooc/494/coursera-introduction-to-tissue-engineering,5975,classCentral-2644,classCentral,Introduction to Tissue Engineering,Coursera,Hebrew University of Jerusalem,NA,3.5,NA,NA,NA,NA,Computer Science,Computer Science,9.0000001,2.302585103,0.001361262,1.23E-06,355,1.000072255,1,356,0.191558442,Introduction to Tissue Engineering
453,https://www.class-central.com/mooc/3319/edx-linear-differential-equations,3733,classCentral-402,classCentral,Linear Differential Equations,edX,Boston University,2,9,Intermediate,49,FREE audit/Pay for certificate,8,Math,Math and Logic,20.0000001,3.044522442,0.003024903,1.22E-06,354,1.000072255,1,355,0.191017316,Linear Differential Equations
677,https://www.class-central.com/mooc/4276/coursera-internet-of-things-how-did-we-get-here,5001,classCentral-1670,classCentral,Internet of Things: How did we get here?,Coursera,"University of California, San Diego",4,2.5,NA,49,FREE audit/Pay for certificate,2,Electrical Engineering,Physical Science and Engineering,3.0000001,1.386294386,0.000453821,1.14E-06,352,1.000072255,1,353,0.189935065,Internet of Things: How did we get here?
753,https://www.class-central.com/mooc/449/coursera-computational-neuroscience,4761,classCentral-1430,classCentral,Computational Neuroscience,Coursera,University of Washington,NA,7,Introductory,49,FREE audit/Pay for certificate,8,Machine Learning,Data Science,13.0000001,2.639057337,0.001966222,1.14E-06,352,1.000072255,1,353,0.189935065,Computational Neuroscience
998,https://www.class-central.com/mooc/914/edx-introduction-to-bioethics,3907,classCentral-576,classCentral,Introduction to Bioethics,edX,Georgetown University,1,4,Introductory,50,FREE audit/Pay for certificate,10,Biology & Life Sciences,Life Sciences,4.0000001,1.609437932,0.000605061,1.10E-06,351,1.000072255,1,352,0.189393939,Introduction to Bioethics
38,https://www.class-central.com/mooc/1271/coursera-imagining-other-earths,4934,classCentral-1603,classCentral,Imagining Other Earths,Coursera,Princeton University,1,6,NA,NA,NA,24,Physics and Astronomy,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,Imagining Other Earths
86,https://www.class-central.com/mooc/1456/coursera-introduction-to-physical-chemistry,5031,classCentral-1700,classCentral,Introduction to Physical Chemistry,Coursera,University of Manchester,1,2.5,NA,49,FREE audit/Pay for certificate,10,Chemistry,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,Introduction to Physical Chemistry
109,https://www.class-central.com/mooc/1565/edx-networks-crowds-and-markets,4007,classCentral-676,classCentral,"Networks, Crowds and Markets",edX,Cornell University,1,4.5,Introductory,49,FREE audit/Pay for certificate,10,Computer Science,Computer Science,5.0000001,1.791759486,0.000756301,1.09E-06,340,1.000072255,1,341,0.183441558,"Networks, Crowds and Markets"
169,https://www.class-central.com/mooc/1813/coursera-the-science-of-the-solar-system,6042,classCentral-2711,classCentral,The Science of the Solar System,Coursera,California Institute of Technology,1,5,NA,49,FREE audit/Pay for certificate,10,Physics and Astronomy,Physical Science and Engineering,5.0000001,1.791759486,0.000756301,1.09E-06,340,1.000072255,1,341,0.183441558,The Science of the Solar System
172,https://www.class-central.com/mooc/1832/edx-alien-worlds-the-science-of-exoplanet-discovery-and-characterization,3735,classCentral-404,classCentral,Alien Worlds: The Science of Exoplanet Discovery and Characterization,edX,Boston University,2,6,Introductory,25,FREE audit/Pay for certificate,9,Science,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,Alien Worlds: The Science of Exoplanet Discovery and Characterization
181,https://www.class-central.com/mooc/1874/edx-super-earths-and-life,3760,classCentral-429,classCentral,Super-Earths And Life,edX,Harvard University,2,4,Introductory,49,FREE audit/Pay for certificate,6,Science,Physical Science and Engineering,10.0000001,2.397895282,0.001512502,1.09E-06,340,1.000072255,1,341,0.183441558,Super-Earths And Life
222,https://www.class-central.com/mooc/2148/edx-responsible-innovation-ethics-safety-and-technology,3947,classCentral-616,classCentral,"Responsible Innovation: Ethics, Safety and Technology",edX,Delft University of Technology,2,5,Intermediate,50,FREE audit/Pay for certificate,7,Ethics,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,"Responsible Innovation: Ethics, Safety and Technology"
388,https://www.class-central.com/mooc/3007/coursera-astronomy-exploring-time-and-space,4769,classCentral-1438,classCentral,Astronomy: Exploring Time and Space,Coursera,University of Arizona,2,5,Introductory,49,FREE audit/Pay for certificate,11,Physics and Astronomy,Physical Science and Engineering,15.0000001,2.772588728,0.002268703,1.09E-06,340,1.000072255,1,341,0.183441558,Astronomy: Exploring Time and Space
418,https://www.class-central.com/mooc/3179/edx-international-law,3730,classCentral-399,classCentral,International Law,edX,NA,2,6,Advanced,150,FREE audit/Pay for certificate,8,Law,Social Sciences,4.0000001,1.609437932,0.000605061,1.09E-06,340,1.000072255,1,341,0.183441558,International Law
785,https://www.class-central.com/mooc/4869/edx-human-rights-the-right-to-freedom-of-expression,3766,classCentral-435,classCentral,Human Rights: The Right to Freedom of Expression,edX,Amnesty International,3,4,Introductory,49,FREE audit/Pay for certificate,3,Social Sciences,Social Sciences,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,Human Rights: The Right to Freedom of Expression
921,https://www.class-central.com/mooc/656/coursera-statistical-molecular-thermodynamics,4683,classCentral-1352,classCentral,Statistical Molecular Thermodynamics,Coursera,University of Minnesota,NA,5,NA,49,FREE audit/Pay for certificate,9,Chemistry,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,1.09E-06,340,1.000072255,1,341,0.183441558,Statistical Molecular Thermodynamics
806,https://www.class-central.com/mooc/5043/coursera-mri-fundamentals,6387,classCentral-3056,classCentral,MRI Fundamentals,Coursera,Korea Advanced Institute of Science and Technology,3,3,NA,NA,NA,6,Medicine & Healthcare,Life Sciences,1.00E-07,1.00E-07,1.00E-07,1.04E-06,339,1.000072255,1,340,0.182900433,MRI Fundamentals
160,https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges,6372,classCentral-3041,classCentral,International Human Rights Law: Prospects and Challenges,Coursera,Duke University,1,7.5,NA,NA,NA,NA,Human Rights,Social Sciences,4.0000001,1.609437932,0.000605061,8.97E-07,338,1.000072255,1,339,0.182359307,International Human Rights Law: Prospects and Challenges
